user,link,text,created_at,#likes,#comments,#retweets
Ryan Reynolds,https://twitter.com/VancityReynolds/status/1796226771685433506#m,Years from now they will look back at 2024 as the year the War of the Popcorn Buckets began. #history #DeadpoolAndWolverine ❤️💛,"May 30, 2024 · 5:06 PM UTC",45027,1091,5838
Ryan Reynolds,https://twitter.com/VancityReynolds/status/1795865032611475552#m,Complete lack of cruelty and unblinking violence below. Watch at your own risk.,"May 29, 2024 · 5:09 PM UTC",30972,566,2714
Ryan Reynolds,https://twitter.com/VancityReynolds/status/1795804857770893502#m,Does this make @DeadpoolMovie the sexiest movie alive? @RealHughJackman @people  📸: Guy Aroch,"May 29, 2024 · 1:10 PM UTC",26201,381,2957
Ryan Reynolds,https://twitter.com/VancityReynolds/status/1793003343109075403#m,Don’t sleep on this @united x @wrexham_afc collab. Or do? 🔴⚪ #WxmAFC,"May 21, 2024 · 7:38 PM UTC",3930,133,276
Ryan Reynolds,https://twitter.com/VancityReynolds/status/1792904343185981540#m,He comes with his own can opener. @heineken_US #DeadpoolAndWolverine,"May 21, 2024 · 1:04 PM UTC",22751,291,3259
IMAX,https://twitter.com/IMAX/status/1792544128938696724#m,Size does matter….screen size that is. Experience Marvel Studios’ #DeadpoolAndWolverine in IMAX starting July 26. Tickets on sale NOW! imax.com/deadpool,"May 20, 2024 · 1:13 PM UTC",3337,65,509
Ryan Reynolds,https://twitter.com/VancityReynolds/status/1792571335450988617#m,Popcorn and Peanut go great together. #DeadpoolAndWolverine ❤️💛,"May 20, 2024 · 3:01 PM UTC",20148,250,3173
Ryan Reynolds,https://twitter.com/VancityReynolds/status/1792553247322050684#m,Get tickets now. https://www.fandango.com/deadpoolandwolverine,"May 20, 2024 · 1:49 PM UTC",1035,55,91
Ryan Reynolds,https://twitter.com/VancityReynolds/status/1792542832953266626#m,Don’t bring claws to a gunfight #DeadpoolAndWolverine ❤️💛,"May 20, 2024 · 1:08 PM UTC",55561,528,7712
Ryan Reynolds,https://twitter.com/VancityReynolds/status/1792223319032479895#m,Tomorrow. #DeadpoolAndWolverine ❤️💛,"May 19, 2024 · 3:58 PM UTC",28378,471,3393
Ryan Reynolds,https://twitter.com/VancityReynolds/status/1791815834442321995#m,If you start imagining things… call them too. @IFmovie x @MintMobile,"May 18, 2024 · 12:59 PM UTC",2461,94,181
